Title,Company_Name,Salary,DateSub,Deadline,Place,Way,Level,Description,Requirement,Rights,Headquater,Srcpic,Company_Place,Company_Scale
Nam Nhân Viên Bảo Vệ Ngân Hàng Tpbank,Công Ty Cổ Phần Dịch Vụ Bảo Vệ Sao Vàng,5 - 10 triệu,08/05/2024,10/06/2024,TP.HCM,Nam,,"- Đảm bảo an ninh, an toàn tại ngân hàng, bảo vệ tài sản - Kiểm soát ra vào của khách hàng, nhân viên - Hỗ trợ khách hàng khi cần thiết - Báo cáo sự cố, đảm bảo an ninh cho ngân hàng - Kiểm tra phòng cháy chữa cháy - Canh gác nghiêm túc, đảm bảo an ninh an toàn mục tiêu - Thời gian làm việc chủ đạo vào giờ hành chính, ca đêm có thời gian nghỉ ngơi.","- Nam tuổi từ 18-55 - Chiều cao 1m63 - Nặng 55 kg - Có tinh thần trách nhiệm trong công việc - Cần cù, chăm chỉ trong công việc - Sức khỏe tốt, giao tiếp tốt - Năng động, chịu khó, có tinh thần trách nhiệm, chấp hành nội quy của ngân hàng - Đọc viết tốt - Ưu tiên ứng viên có kinh nghiệm làm việc trong lĩnh vực bảo vệ, an ninh hoặc tương đương - Hồ sơ xin việc đầy đủ","- Làm việc tại các chi nhánh và phòng giao dịch ngân hàng TPBANK thuộc các quận, huyện của Thành phố Hồ Chí Minh, ứng viên sẽ được ưu tiên sắp xếp về chi nhánh gần nhà để thuận tiện đi làm nhất. Số 387 Đường Số 7, Phường Bình Trị Đông B, Quận Bình Tân Số 47-49 Khu Dân Cư Phú Long, Phân Khu Số 8, Nguyễn Hữu Thọ, Xã Phước Kiển, Huyện Nhà Bè Số 53H1 Nguyễn Ảnh Thủ, Phường Hiệp Thành, Quận 12 Số 1/1_1/2 Ấp Trung Mỹ Tây, Xã Tân Xuân, Huyện Hóc Môn, TP.Hồ Chí Minh - Nộp hồ sơ qua email hoặc liên hệ Chị Ngân 0908820454 - QUYỀN LỢI: Ca làm việc và mức lương tùy thuộc vào khu vực làm việc, trình độ học vấn, CN VÀ PGD Ca Hành Chánh, lương chính thức 5tr - 6tr (nghỉ chiều Thứ 7, CN VÀ Lễ tết) ca cơ động tuần tra, lương chính thức 9tr ca áp tải, lương chính thức 6tr ca 24/24, lương chính thức 10tr ca 12 tiếng ngày, Lương chính thức 7tr ( Ngân hàng xét thưởng thêm , mỗi tháng từ 500- 700) ca 12 tiếng đêm , Lương chính thức 5tr5 Chính sách phúc lợi tốt. Môi trường làm việc chuyên nghiệp, kiểm soát ANTT VÀ AT nghiệp vụ tốt Được đào tạo cấp chứng chỉ nghiệp vụ An ninh bảo vệ/Phòng cháy chữa cháy/Sử dụng công cụ hỗ trợ. Công việc ổn định lâu dài. Môi trường không áp lực Cơ hội thăng tiến tốt Được hỗ trợ cho tăng ca thêm để tăng thêm thu nhập","135/1/33 Nguyễn Hữu Cảnh, Phường 22, Bình Thạnh, Tp.HCM",https://cdn1.vieclam24h.vn/images/employer_avatar/2024/05/08/logo bv_171513879933.png,"135/1/33 Nguyễn Hữu Cảnh, Phường 22, Bình Thạnh, Tp.HCM",Trên 300 người
Nhân Viên Kinh Doanh,Công Ty TNHH Công Nghiệp Kingtec Việt Nam,10 - 15 triệu,19/04/2024,18/05/2024,Bình Dương,Nữ,Chưa có kinh nghiệm,"- Tìm kiếm khách hàng mới, chăm sóc khách hàng cũ. - Tiếp nhận đơn hàng, giải đáp những thắc mắc của khách hàng về sản phẩm. - Theo dõi tiến độ sản xuất và giao hàng. - Chi tiết công việc trao đổi khi phỏng vấn","- Nữ, tốt nghiệp đại học trở lên. Ưu tiên ứng viên tốt nghiệp chuyên ngành Marketing - Tiếng anh 4 kỹ năng (nghe, nói, đọc, viết) sử dụng tốt. - Kỹ năng giao tiếp tốt, hoạt bát, năng nổ, có khả năng làm việc nhóm, chịu được áp lực công việc. - Không yêu cầu kinh nghiệm, Có kinh nghiệm 1 năm làm việc ở lĩnh vực tương đương là một lợi thế","- Mức lương sẽ được thỏa thuận trực tiếp khi phỏng vấn - Lương và chế độ phúc lợi tốt. - Đánh giá thưởng hàng tháng. - Có xe đưa rước nhân viên (từ Thủ Dầu Một đến công ty). - Tham gia BHXH, BHYT, BHTN và các chế độ phúc lợi khác. - Được hưởng chế độ nghỉ lễ, tết theo quy định của Luật lao động và quy định công ty. - Được làm việc trong môi trường năng động, chuyên nghiệp.","ĐƯỜNG NE2, KCN MỸ PHƯỚC 3, BẾN CÁT, BÌNH DƯƠNG",https://cdn1.vieclam24h.vn/images/employer_avatar/2023/06/05/ecfd0b6e6738b666ef29_168595608450.jpg,"ĐƯỜNG NE2, KCN MỸ PHƯỚC 3, BẾN CÁT, BÌNH DƯƠNG",Trên 300 người
Nhân Viên An Toàn Lao Động - HSE,Công Ty TNHH Cch Top (Vn),9 - 12 triệu,08/05/2024,20/05/2024,TP.HCM,2,1 năm,"- Quản lý việc tuân thủ các tiêu chuẩn về sức khỏe, môi trường, an toàn, an ninh (C-TPAT), PCCC của nhà máy. - Giám sát việc thực hiện các chính sách ATLĐ của nhà máy theo luật hiện hành và tiêu chuẩn khách hàng. - Đánh giá rủi ro về ATLĐ. - Chi tiết công việc sẽ trao đổi thêm trong quá trình phỏng vấn.","- Tuổi từ 20-35, sức khỏe tốt - Tốt nghiệp Đại học, Cao đẳng Văn bằng Kỹ sư Bảo Hộ Lao Động, Kỹ Sư Môi Trường.... - Tiếng Anh thành thạo. - Biết sử dụng vi tính văn phòng (Word, Excel, PowerPoint ...). - Nhanh nhẹn, cẩn thận, chịu khó trong công việc. - Ưu tiên người có kinh nghiệm hoặc am hiểu về các tiêu chuẩn trách nhiệm xã hội.","- Người lao động được đóng BHXH, BHYT, BHTN theo Luật lao động; - Môi trường làm việc thân thiện, năng động, chuyên nghiệp và nhiều cơ hội phát triển - Trợ cấp nhà trọ, xăng dầu, sinh hoạt, quà Lễ tết. - Các chính sách phúc lợi khác và lương tháng 13 của công ty - Mức lương xứng đáng với năng lực làm việc, chi tiết mức lương sẽ trao đổi thêm trong quá trình phỏng vấn.","Đầu đrường 14, KCX Tân Thuận Q7 TPHCM",https://cdn1.vieclam24h.vn/tvn/images/old_employer_avatar/images/1401ae524fc4ff6b39c3037e7edaff12_55c7649cb1bf7_1439130780.png,"Đầu đrường 14, KCX Tân Thuận Q7 TPHCM",Trên 300 người
Nhân Viên Kỹ Thuật Máy Nén Khí (Tập Đoàn Nhật Bản Tại HCM),Công Ty TNHH Kobelco Compressors Việt Nam,9 - 17 triệu,07/05/2024,19/05/2024,TP.HCM,Nam,Dưới 1 năm,"- Vận hành, theo dõi, kiểm tra định kỳ, bảo dưỡng, phát hiện và giải quyết, xử lý sự cố liên quan đến máy nén khí và hệ thống liên quan tại nhà máy khách hàng - Báo cáo định kỳ công việc hàng ngày, công tác sửa chữa, bảo trì, bảo dưỡng máy nén khí và trang thiết bị liên quan theo yêu cầu - Thi công, lắp đặt hệ thống máy nén khí bên trong nhà máy khi có yêu cầu - Các công việc khác liên quan đến máy nén khí và các trang thiết bị đi kèm khi có yêu cầu - Thời gian và địa điểm làm việc: Địa điểm làm việc: Số 37 Nguyễn Cơ Thạch, Phường An Lợi Đông, Thành phố Thủ Đức, Thành phố Hồ Chí Minh Thời gian làm việc: 8:00 - 17:00, từ Thứ Hai đến Thứ Sáu","- Nam, dưới 30 tuổi - Tốt nghiệp Trung cấp, Cao Đẳng, Đại Học liên quan về Điện, Điện Tử, Điện Điều khiển, Điện Công Nghiệp (chấp nhận ứng viên mới tốt nghiệp) - Chịu khó, cẩn trọng, tinh thần làm việc nghiêm túc, ham học hỏi, hoạt bát, có khả năng làm việc nhóm hiệu quả - Kỹ năng xử lý sự cố, vấn đề - Kỹ năng báo cáo, truyền đạt thông tin - Có thể tăng ca ngoài giờ làm việc, cuối tuần (khi có yêu cầu) - Ưu tiên ứng viên có bằng lái xe ô tô, từng có kinh nghiệm làm việc ở vị trí tương đương hoặc liên quan đến lĩnh vực kỹ thuật","- Mức lương từ 9 - 17 triệu (tùy thuộc vào kỹ năng và kinh nghiệm, được thỏa thuận cụ thể trong buổi phỏng vấn). - Môi trường làm việc chuyên nghiệp, năng động và thân thiện theo tiêu chuẩn của Công ty Nhật Bản. - Bảo hiểm xã hội, Bảo hiểm y tế, Bảo hiểm thất nghiệp, … theo quy định Luật Việt Nam, bảo hiểm sức khỏe và tai nạn 24/7. - Du lịch công ty hàng năm. - Khám sức khỏe định kỳ tại phòng khám hoặc bệnh viện quốc tế một lần mỗi năm. - Chính sách trả lương, tăng ca tuân thủ theo quy định Luật Việt Nam, cùng với trợ cấp lương thưởng và tăng lương theo quy định của Công ty và đánh giá năng lực hàng năm. - Được đào tạo kiến thức chuyên ngành. - Được trang bị đầy đủ phương tiện và dụng cụ bảo hộ lao động để đảm bảo an toàn công việc.","Chi nhánh HCM: Số 37 Nguyễn Cơ Thạch, Phường An Lợi Đông, Thành phố Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam",https://cdn1.vieclam24h.vn/tvn/images/old_employer_avatar/images/44ad9bde9b667fad53b2983817a0237c_5cad51a7de35d_1554862503.jpeg,"Chi nhánh HCM: Số 37 Nguyễn Cơ Thạch, Phường An Lợi Đông, Thành phố Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam",10 - 150 người
Chuyên Viên Hỗ Trợ Vận Hành (Miền Bắc),Công Ty Cổ Phần Di Chuyển Xanh Và Thông Minh Gsm,12 - 16 triệu,12/05/2024,23/05/2024,"Hà Giang , Lào Cai",Nữ,1 năm,"- Quản lý chi tiêu chi phí hành chính của Bộ phận: + Chi phí hành chính bao gồm: phí điện thoại, taxi, chuyển phát nhanh, văn phòng phẩm, mực in, tiền điện nước, tiền cáp internet, tiền thuê văn phòng, chi phí tiếp khách ... đều sẽ gửi hóa đơn về cho chuyên viên hành chính tổng hợp. + Việc tổng hợp, phê duyệt và thanh toán cho các bên liên quan sẽ được tiến hành theo từng tháng. Chuyên viên hành chính tổng hợp phải đảm bảo các chi phí hành chính đúng như quy định và hợp đồng đã ký, những trường hợp vượt quá quy định cần được báo cáo lên cấp trên. + Thực hiện công tác lễ tân khi được yêu cầu như đón tiếp khách, hỗ trợ trong các buổi họp / Event, nghe và nhận cuộc gọi liên hệ với doanh nghiệp, đặt lịch công tác / lịch hẹn cho sếp, ... - Thực hiện cập nhật thông tin về nhân viên Bộ phận gồm: + Theo dõi và quản lý lịch làm việc, chấm công của Nhân sự trong Bộ phận + Tiếp nhận các nhu cầu về điều chỉnh phúc lợi, các chế độ đãi ngộ và chính sách thưởng phạt khác để đảm bảo quyền lợi của nhân viên trong Bộ phận. - Thực hiện cập nhật thông tin, dữ liệu tổng hợp: + Phụ trách Photocopy, các vấn đề in ấn trong trung tâm vận hành (giấy, mực, gọi kỹ thuật sửa chữa máy in khi máy hỏng, ...), văn phòng phẩm (bảng, máy chiếu, ...). + Phụ trách mua sắm các tài sản, thiết bị hay đồ dùng thông thường trong Công ty, Bộ phận. + Hỗ trợ quản lý cơ sở vật chất bằng cách lưu trữ các hóa đơn, chứng từ, hợp đồng có liên quan tới mua bán, thuê, mượn cơ sở vật chất, máy móc thiết bị trong công ty.","Tốt nghiệp từ Cao đẳng trở lên Có kinh nghiệm quản lý hành chính, quản lý nhân sự Thành thạo Excel, SAP là 1 lợi thế Có khả làm việc cường độ cao","Môi trường làm việc năng động, trẻ trung Chính sách phúc lợi tốt Có nhiều cơ hội phát triển nghề nghiệp","Tòa Văn phòng Symphony, đường Chu Huy Mân, khu đô thị Vinhomes Riverside, Phường Phúc Lợi, Quận Long Biên, Thành phố Hà Nội, Việt Nam",https://cdn1.vieclam24h.vn/images/employer_avatar/2023/09/25/Logo_169561462958.png,"Tòa Văn phòng Symphony, đường Chu Huy Mân, khu đô thị Vinhomes Riverside, Phường Phúc Lợi, Quận Long Biên, Thành phố Hà Nội, Việt Nam",Trên 300 người
(Sơn Viva) Nhân Viên Kinh Doanh – Làm Việc Tại Các Tỉnh Miền Bắc,Công Ty Cổ Phần Đầu Tư Asa Group Quốc Tế - Sơn Viva,10 - 50 triệu,09/05/2024,31/05/2024,"Bắc Giang , Ninh Bình , Thái Nguyên , Thanh Hóa , Nam Định , Nghệ An , Phú Thọ , Vĩnh Phúc , Bắc Ninh , Hải Dương",5,,"·       Làm việc tại khu vực sinh sống. ·       Duy trì những quan hệ kinh doanh hiện có, nhận đơn đặt hàng ·       Tìm kiếm và mở rộng thị trường. Xây dựng chuỗi hệ thống đại lý. ·       Phối hợp lên đơn hàng, quản lý công nợ của khách hàng... ·       Thực hiện kế hoạch về doanh số, doanh thu. Báo cáo tình hình hoạt động địa bàn phụ trách. ·      Địa điểm làm việc: Các tỉnh miền Bắc: Yên Bái, Phú Thọ, Vĩnh Phúc,..","·       Trung thực, thật thà, tự tin, có tinh thần cầu tiến, ham học hỏi. ·       Không yêu cầu trình độ, không có kinh nghiệm sẽ được đào tạo. ·       Ưu tiên ứng viên có kinh nghiệm ở vị trí quản lý ngành hàng sơn - vật liệu xây dựng - nội thất – bảo hiểm nhân thọ - nhân viên đã từng làm sale ở các lĩnh vực ngành nghề khác. ·       Có khả năng làm việc độc lập, chịu áp lực công việc cao ·       Phỏng vấn đậu, đi làm ngay.","·       Lương cứng 10.000.000 vnđ ·       Hoa hồng từ 6% đến 8% (thường từ 20tr- 35tr) ·       Hỗ trợ thêm xăng xe đi lại là xe máy 2.000.000 vnđ ·       Hỗ trợ thêm xăng/dầu xe đi lại là ôtô 5.000.000 vnđ ·       Tổng thu nhập từ 30.000.000 đến 50.000.000 vnđ ·       Được hưởng đầy đủ chế độ theo luật định (HĐ lao động, BHXH, BHYT, BHTN) ·       Được làm việc trong môi trường tổ chức quản lý chuyên nghiệp, văn hóa ứng xử tôn trọng và thân thiện của Công ty. ·       Chế độ đảm bảo, phúc lợi và đãi ngộ hấp dẫn là ưu tiên hàng đầu. ·       Hoạt động Team Building văn nghệ, thể thao, du lịch v.v... tổ chức thường niên","Cụm Công nghiệp Thanh Oai, Xã Bích Hòa, Huyện Thanh Oai, Thành phố Hà Nội, Việt Nam",https://cdn1.vieclam24h.vn/file_uploads/employer/5bc9477390ae0_1539917683.png,"Cụm Công nghiệp Thanh Oai, Xã Bích Hòa, Huyện Thanh Oai, Thành phố Hà Nội, Việt Nam",150 - 300 người
Nhân Viên Kinh Doanh (Biết Tiếng Anh),Công Ty TNHH Việt Nam Paiho,8 - 15 triệu,11/05/2024,18/05/2024,TP.HCM,3,Chưa có kinh nghiệm,- Check customer's E-MAIL. - Check shipment progress and status. - Resolve customer complaints. - Confirm quotation with customer. - Confirm with debt customers. - Exploit new customers and maintain relationships with old customers. - Introducing the company's new product.,"- Proficient in Microsoft Office (Excel, Word,...) - Know how to organize work, work in groups and work independently - English communication - Having TOEIC, IELTS, ... is an advantage","- Wage agreement - Attractive salary and benefits regime, competitive with similar positions - Full insurance regimes (social insurance, health insurance, unemployment insurance) as prescribed by law. - Opportunity to develop, participate in professional training, dynamic working environment, ensure occupational safety and health. - In addition, the company has other welfare regimes such as annual travel, filial piety, holiday/Tet bonus, 13th month salary bonus,... - The company supports free health check","Lô 30-32-34, Đường số 3, KCN Tân Tạo, Phường Tân Tạo A, Quận Bình Tân, TP.HM.",https://cdn1.vieclam24h.vn/images/employer_avatar/2023/12/04/Thiết kế chưa có tên (99)_170167190726.png,"Lô 30-32-34, Đường số 3, KCN Tân Tạo, Phường Tân Tạo A, Quận Bình Tân, TP.HM.",Trên 300 người
Nhân Viên Kinh Doanh Dịch Vụ Viễn Thông Tại Hà Nội,Công Ty Cổ Phần Viễn Thông Fpt,12 - 20 triệu,12/05/2024,06/06/2024,Hà Nội,5,Chưa có kinh nghiệm,"Chủ động tìm kiếm thông tin, tiếp cận các khách hàng tiềm năng. Tư vấn, giải thích cho khách hàng về dịch vụ Internet, Truyền hình, Camera do FPT Telecom đang cung cấp. Đàm phán, thương lượng, xúc tiến ký kết hợp đồng với khách hàng. Chăm sóc khách hàng sau bán hàng.","Tốt nghiệp Cao Đẳng trở lên, từ 20 – 30 tuổi, chấp nhận sinh viên mới mới ra trường hoặc chuẩn bị tốt nghiệp. Đam mê kinh doanh. Có kỹ năng giao tiếp, đàm phán và thuyết phục. Nhanh nhẹn, linh hoạt, giải quyết tình huống tốt. Chịu được áp lực cao trong công việc. Các ứng viên đã có kinh nghiệm bán hàng hoặc từng làm qua các công việc như: tiếp thị, nghiên cứu thị trường, phỏng vấn viên…là một lợi thế. Ưu tiên ứng viên có kiến thức cơ bản về Công nghệ thông tin, mạng Internet.","Thu Nhập 12-20 Triệu/Tháng Mức lương và thu nhập hấp dẫn (Thưởng lương tháng 13, lương kinh doanh (1-3 tháng lương), nghỉ mát,...). Đầy đủ các chế độ theo luật lao động hiện hành. Cơ hội đào tạo từ cơ bản đến nâng cao, phát triển và thăng tiến. Chính sách phúc lợi theo quy định của Công ty đa dạng: Chăm sóc sức khỏe định kỳ hàng năm; Gói bảo hiểm sức khỏe chuyên biệt FPT Care; Các hoạt động tri ân, chăm lo đời sống tinh thần CBNV và người thân... Môi trường làm việc thân thiện, cởi mở và chuyên nghiệp. Được tham dự các hoạt động văn hóa đoàn thể của công ty và tập đoàn. Hưởng các gói ưu đãi cước khi sử dụng dịch vụ của FPT Telecom.","959-961 Giải Phóng, Hoàng Mai, Hà Nội",/img/vieclam24h_logo_customer.jpg,"959-961 Giải Phóng, Hoàng Mai, Hà Nội",Trên 300 người
Giáo Viên Tiếng Đài (Tiếng Hoa),Công Ty CP Nhân Lực Quốc Tế Hoàng Minh,10 - 15 triệu,12/04/2024,14/05/2024,Tây Ninh,3,1 năm,"Dạy học sinh đạt TOCFL 1 cho hệ VHVL và hệ 1+4. Dạy học sinh đạt TOCFL 2 cho hệ chuyên ngành, ôn luyện phỏng vấn với đại diện trường và đại sứ quán, quản lý lớp học. Cụ thể: - Từ Tháng 2 đến tháng 6: Từ thứ 2 đến thứ 4 và thứ 6 không có dạy, chỉ dạy vào chiều t5, sáng t7, cả ngày chủ nhật - Từ tháng 7 đến đầu tháng 10: Dạy cả ngày Thứ 2 đến Thứ 6 cho hệ VHVL kỳ T9/2024 + ÔN LUYỆN THI TOC 1 + ÔN LUYỆN PHỎNG VẤN, không dạy thứ 7 và chủ nhật - Từ giữa tháng 10 đến tháng 1/2025: Dạy cả ngày thứ 2 đến thứ 6 cho hệ 1+4, hệ chuyên ngành kỳ T2/2024 + ÔN LUYỆN THI TOC 2 + ÔN LUYỆN PHỎNG VẤN Dạy ngày chủ nhật cho kỳ T9/2025","- Tốt nghiệp Cao đẳng, Đại học chuyên ngành hoặc có HSK 6; - Có kinh nghiệm giảng dạy trên 1 năm. - Ưu tiên đã từng đi Đài về; - Tuổi từ 25- 37","- Thu nhập : Trao đổi khi phỏng vấn - Ký hợp đồng Lao động, đóng BHXH, BHYT, BHTN; - Được hưởng đầy đủ các chế độ đãi ngộ theo Luật Lao động và một số chế độ phúc lợi khác của Công ty theo quy định chung. - Môi trường làm việc thân thiện và năng động.","55/6A đường số 35, khu phố 7 - Phường Hiệp Bình Chánh - Thành phố Thủ Đức - TP Hồ Chí Minh.",https://cdn1.vieclam24h.vn/images/employer_avatar/2024/04/12/logo_171291391120.jpg,"55/6A đường số 35, khu phố 7 - Phường Hiệp Bình Chánh - Thành phố Thủ Đức - TP Hồ Chí Minh.",150 - 300 người
Thợ Hàn (Nhận Việc Ngay),Công Ty TNHH Việt Nam Paiho,7 - 15 triệu,10/05/2024,06/06/2024,TP.HCM,5,,"- Hàn sắt, cắt, hàn tig, hàn mig làm việc cùng với quản lý hướng dẫn. - Công việc sẽ trao đổi trực tiếp khi phỏng vấn.","- Tốt nghiệp Trung cấp nghề trở lên, chuyên ngành Hàn, Công nghệ hàn, ... liên quan hoặc các ngành liên quan. - Không yêu cầu kinh nghiệm, sẽ được đào tạo từ cơ bản cho đến nâng cao. - Ham học hỏi, có tinh thần trách nhiệm trong công việc, cẩn thận, nhiệt tình. - Sức khỏe tốt.","- LƯƠNG THỎA THUẬN - Tham gia BHXH, BHYT, BHTN theo quy định của nhà nước. - Được hưởng các chế độ phúc lợi theo quy định của công ty. - Thưởng năng lực theo tháng. - Cơ hội thăng tiến những vị trí quản lý trong tương lai nếu có khả năng chứng minh năng lực bản thân.","Lô 30-32-34, Đường số 3, KCN Tân Tạo, Phường Tân Tạo A, Quận Bình Tân, TP.HM.",https://cdn1.vieclam24h.vn/images/employer_avatar/2023/12/04/Thiết kế chưa có tên (99)_170167190726.png,"Lô 30-32-34, Đường số 3, KCN Tân Tạo, Phường Tân Tạo A, Quận Bình Tân, TP.HM.",Trên 300 người
Nhân Viên Kế Toán - Trường Học,Trường Mẫu Giáo - Th - Thcs - Thpt Văn Lang (Công Ty TNHH Giáo Dục Duy Thịnh),9 - 11 triệu,07/05/2024,31/05/2024,TP.HCM,1,1 năm,"Tiếp nhận hồ sơ thanh toán, kiểm tra chứng từ và thanh quyết toán tiền mặt, ngân hàng. Tiếp nhận, theo dõi đối chiếu hợp đồng công nợ phải trả nhà cung cấp. Kiểm tra và quyết toán hồ sơ tạm ứng - hoàn ứng. Lập báo cáo và khai thuế GTGT, thuế TNCN. Trao đổi chi tiết khi phỏng vấn","Trình độ: Cao đẳng trở lên. Chuyên ngành kế toán Có ít nhất 01 năm kinh nghiệm làm việc ở vị trí tương đương Được đào tạo khi nhận việc. Sử dụng thành thạo vi tính văn phòng Trung thực, cẩn thận, tỉ mỉ Có tinh thần trách nhiệm cao trong công việc","Thu nhập : 9,000,000 - 11,000,000đ/thnáng Được đào tạo các kỹ năng cần thiết cho công việc. Bảo hiểm xã hội - Bảo hiểm y tế - Bảo hiểm thất nghiệp Thưởng Lễ, Tết, xét tăng lương theo năng lực. Thưởng lương tháng 13·","84 Tân Hưng, Phường 12, Quận 5, Thành phố Hồ Chí Minh.",https://cdn1.vieclam24h.vn/images/old_employer_avatar/images/cf83e6b38416044252f2c46b8a15bcdf_4593765_vieclam24h_1581383380.png,"84 Tân Hưng, Phường 12, Quận 5, Thành phố Hồ Chí Minh.",150 - 300 người
"Chuyên Viên Kinh Doanh (Hà Nam, Ninh Bình, Hải Dương, Hưng Yên, Vĩnh Phúc)",Công Ty Cổ Phần Di Chuyển Xanh Và Thông Minh Gsm,Thoả thuận,11/05/2024,31/05/2024,"Hà Nam , Ninh Bình , Hải Dương , Hưng Yên , Vĩnh Phúc",10,,"1. Phát triển và thực hiện kế hoạch kinh doanh để tăng doanh số và tạo lợi nhuận cho dịch vụ taxi điện Xanh SM. 2. Tìm kiếm, xác định và tiếp cận các khách hàng tiềm năng, trong đó bao gồm các doanh nghiệp, tổ chức và cá nhân có nhu cầu sử dụng dịch vụ taxi điện Xanh SM. 3. Tư vấn và giới thiệu dịch vụ đến khách hàng, giải đáp các thắc mắc và đề xuất giải pháp phù hợp cho nhu cầu của họ. 4. Thực hiện các cuộc gặp gỡ và thương thảo để thúc đẩy hợp tác và ký kết hợp đồng sử dụng dịch vụ taxi điện Xanh SM. 4. Theo dõi và quản lý tình hình khách hàng hiện tại, duy trì mối quan hệ thân thiết và giải quyết các vấn đề phát sinh. 5. Phối hợp chặt chẽ với các bộ phận liên quan như quản lý dịch vụ khách hàng, kế toán, và vận hành để đảm bảo sự phục vụ tốt nhất cho khách hàng. 6. Tham gia vào việc đề xuất và phát triển chiến lược kinh doanh, định hướng phát triển sản phẩm và cải thiện chất lượng dịch vụ.","- Tốt nghiệp Cao đẳng hoặc cao hơn trong lĩnh vực Kinh doanh, Quản trị kinh doanh hoặc tương đương. - Có kinh nghiệm trong lĩnh vực kinh doanh, tiếp thị hoặc quảng cáo là một lợi thế. - Kỹ năng giao tiếp tốt, khả năng thuyết phục và thương thảo. - Sự tỉ mỉ, chính xác trong công việc và quản lý thông tin. - Khả năng làm việc độc lập và trong nhóm, xử lý tình huống khó khăn. - Kiến thức về ngành dịch vụ taxi điện, thị trường là một lợi thế. - Sử dụng thành thạo các phần mềm văn phòng.",- Tham gia bảo hiểm theo quy định - Thu nhập thỏa thuận theo kinh nghiệm - Cơ hội thăng tiến không chỉ dừng lại ở vị trí Chuyên viên,,https://cdn1.vieclam24h.vn/images/employer_avatar/2023/09/25/Logo_169561462958.png,,Trên 300 người
Nhân Viên Sản Xuất Đá Thạch Anh,Công Ty Cổ Phần Hóa Chất Đại Thịnh,6 - 10 triệu,11/05/2024,21/05/2024,Phú Thọ,Nam,Chưa có kinh nghiệm,"- Vận hành thiết bị, dây chuyền công nghệ tại công đoạn sản xuất đá thạch anh. - Ghi nhận các diễn biến trong ca và lập báo cáo tình hình sản xuất. - Công việc cụ thể sẽ trao đổi trực tiếp khi phỏng vấn…","- Tốt nghiệp Trung học cơ sở trở lên. - Độ tuổi từ 18 đến dưới 50 tuổi - Nhanh nhẹn, nhiệt tình, chịu khó học hỏi. - Đáp ứng yêu cầu làm việc theo ca - Giờ làm việc hành chính: từ 7h00-17h00 (nghỉ trưa 120 phút), Nghỉ 4 Chủ Nhật - Hoặc làm việc 3 ca: + Ca 1: Từ 06h00 đến 14h00 + Ca 2: Từ 14h00 đến 22h00 + Ca 3: Từ 22h00 đến 06h00","- Lương cạnh tranh từ 6,000,000 đ đến 10,000,000 đ, phát triển theo năng lực - Được hưởng mọi chế độ theo quy định của Nhà nước - Nghỉ các ngày Lễ, Tết theo quy định của Luật lao động",Lô 1 - KCN Thụy Vân -  Xã Thụy Vân - TP Việt Trì - Tỉnh Phú Thọ,https://cdn1.vieclam24h.vn/images/employer_avatar/2024/05/11/daithinh_171539632156.png,Lô 1 - KCN Thụy Vân -  Xã Thụy Vân - TP Việt Trì - Tỉnh Phú Thọ,10 - 150 người
Nhân Viên Kinh Doanh Xnk Thu Nhập Upto Đến 30 Triệu,Công Ty Cổ Phần Xuất Nhập Khẩu Ivinci Group,15 - 30 triệu,11/05/2024,24/05/2024,TP.HCM,15,Chưa có kinh nghiệm,"Dịch vụ thanh toán, vận chuyển hàng ghép chính ngạch, nguyên container nguyên xe từ Trung Quốc về Việt Nam Lên kế hoạch marketing và các chương trình khuyến mãi thúc đẩy mua hàng Lên kế hoạch tổ chức hoặc hỗ trợ tổ chức các event ra mắt sản phẩm hoặc event chăm sóc khách hàng Báo cáo công việc theo định kỳ và theo quy định của công ty","• Tuổi từ 23-30, ngoại hình ưa nhìn • Tốt nghiệp trung cấp trở lên • Nhanh nhẹn • Kỹ năng làm việc nhóm • Giao tiếp tốt","Lương cơ bản 8-15 triệu, + % hoa hồng + phụ cấp => thu nhập 15 triệu - không giới hạn doanh số và lợi nhuận Được đào tạo chuyên sâu về lĩnh vực vận chuyển, xuất nhập khẩu quốc tế. Đặc biệt là thị trường Trung Quốc Tham gia đầy đủ các chương trình đào tạo chuyên sâu về xuất nhập khẩu và xúc tiến thương mại quốc tế Thử việc 02 tháng hưởng 85% lương cơ bản theo luật lao động Du lịch nghỉ mát, hoạt động Team Building hàng năm Thưởng tháng 13 và lợi nhuận cuối năm theo kết quả kinh doanh Thưởng vào các dịp Lễ, Tết, sinh nhật Công ty, sinh nhật Cá nhân cùng các chế độ phúc lợi đầy đủ. Đóng bảo hiểm và các chế độ khác theo luật lao động Được đào tạo chuyên sâu về lĩnh vực tài chính kế toán, tư duy, giao tiếp Được toàn quyền quyết định với hệ thống kinh doanh do mình quản lý","Toà nhà Phú Thái, Tầng 5 số 19/192 Thái Thịnh, Phường Láng Hạ, Quận Đống Đa, Thành phố Hà Nội, Việt Nam",https://cdn1.vieclam24h.vn/images/employer_avatar/2024/05/11/91c7ddd0dbe67ab823f7 (1)_171540057085.jpg,"Toà nhà Phú Thái, Tầng 5 số 19/192 Thái Thịnh, Phường Láng Hạ, Quận Đống Đa, Thành phố Hà Nội, Việt Nam",10 - 150 người
